0,613,readers
1,3,understanding
2,402,text
3,213,readers
4,203,same
5,4,text
6,3,age
7,4,education
8,4,degree
9,4,individual
10,14,difference
11,7,or
12,205,text
13,8,understanding
14,9,answers
15,4,questions
16,26,text
17,36,type
18,229,paper
19,9,focus
20,7,will
21,10,articles
22,451,readers
23,103,digest
24,400,readers
25,407,perceptions
26,15,interpretations
27,204,text
28,208,perceptions
29,207,readers
30,10,perception
31,208,structure
32,2,two
33,16,approaches
34,8,text
35,206,structure
36,10,methods
37,206,structure
38,5,theory
39,17,mann
40,5,thompson
41,16,aim
42,406,structures
43,8,text
44,24,methods
45,6,focus
46,413,building
47,406,structures
48,16,example
49,207,creation
50,201,categories
51,5,or
52,2,groups
53,207,words
54,206,text
55,203,morris
56,14,contributions
57,16,approach
58,7,sense
59,16,work
60,27,morris
61,206,structure
62,206,discourse
63,7,particular
64,16,model
65,6,discourse
66,208,structure
67,10,structure
68,202,text
69,2,present
70,208,work
71,3,examination
72,5,degree
73,3,two
74,5,aspects
75,2,cohesion
76,201,readers
77,204,text
78,16,word
79,2,groups
80,13,words
81,7,no
82,7,research
83,204,readers
84,7,perceptions
85,3,cohesion
86,7,or
87,204,text
88,4,research
89,4,context
90,10,text
91,7,at
92,205,word
93,19,pairs
94,2,four
95,212,form
96,404,structures
97,2,hierarchies
98,9,rest
99,27,or
100,2,terms
101,7,library
102,204,information
103,7,science
104,19,members
105,12,example
106,213,text
107,14,can
108,225,figure
109,206,text
110,6,means
111,16,one
112,205,meaning
113,43,mind
114,251,reader
115,1,people
116,4,meaning
117,55,lies
118,601,text
119,3,do
120,400,readers
121,207,text
122,18,one
123,4,reader
124,10,reports
125,3,two
126,4,or
127,16,word
128,2,groups
129,8,understanding
130,8,words
131,28,figure
132,9,means
133,205,meaning
134,32,mind
135,3,meaning
136,800,text
137,407,words
138,404,text
139,201,reader
140,8,text
141,7,understanding
142,208,word
143,201,group
144,14,word
145,201,pairs
146,32,reader
147,16,reports
148,408,figure
149,212,means
150,16,means
151,6,result
152,603,action
153,625,figure
154,230,mind
155,419,figure
156,21,mind
157,408,figure
158,206,action
159,209,meaning
160,12,meaning
161,208,result
162,13,action
163,1,readers
164,18,description
165,16,word
166,2,group
167,13,words
168,205,do
169,24,study
170,6,degree
171,10,word
